actual_profit,ask,bid,closed,date,deal,ecc,entry_ema,etf,expected_profit,fast_ema,name,order,price,rr,slow_ema,symbol,tcc,time,trend,ttf,volume,win
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,9.52,8,FingerTrap,1168120841,0,2.5,20,USDCAD-T,50,10:00.6,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,5.71,8,FingerTrap,1168120846,0,1.5,20,USDCAD-T,50,10:00.7,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,7.61,8,FingerTrap,1168120850,0,2,20,USDCAD-T,50,10:00.8,3,M5,0.08,FALSE
-4.03,0,0,TRUE,24/01/2024,0,600,5,M1,9.77,8,FingerTrap,1168121274,0,2.5,20,USDJPY-T,50,18:00.4,3,M5,0.18,FALSE
-3.79,0,0,TRUE,24/01/2024,0,600,5,M1,5.86,8,FingerTrap,1168121276,0,1.5,20,USDJPY-T,50,18:00.5,3,M5,0.18,FALSE
-3.79,0,0,TRUE,24/01/2024,0,600,5,M1,7.81,8,FingerTrap,1168121278,0,2,20,USDJPY-T,50,18:00.6,3,M5,0.18,FALSE
-4.11,0,0,TRUE,24/01/2024,0,600,5,M1,9.52,8,FingerTrap,1168121481,0,2.5,20,USDCAD-T,50,23:00.3,3,M5,0.08,FALSE
-4.11,0,0,TRUE,24/01/2024,0,600,5,M1,5.71,8,FingerTrap,1168121482,0,1.5,20,USDCAD-T,50,23:00.4,3,M5,0.08,FALSE
-4.11,0,0,TRUE,24/01/2024,0,600,5,M1,7.61,8,FingerTrap,1168121483,0,2,20,USDCAD-T,50,23:00.5,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,9.51,8,FingerTrap,1168121580,0,2.5,20,USDCAD-T,50,25:00.4,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,5.71,8,FingerTrap,1168121582,0,1.5,20,USDCAD-T,50,25:00.5,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,7.61,8,FingerTrap,1168121584,0,2,20,USDCAD-T,50,25:00.7,3,M5,0.08,FALSE
-4.2,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168121673,0,2.5,20,GBPUSD-T,50,26:00.3,3,M5,0.1,FALSE
-4.2,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168121674,0,1.5,20,GBPUSD-T,50,26:00.4,3,M5,0.1,FALSE
-4.2,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168121676,0,2,20,GBPUSD-T,50,26:00.5,3,M5,0.1,FALSE
-4.15,0,0,TRUE,24/01/2024,0,600,5,M1,9.77,8,FingerTrap,1168121903,0,2.5,20,USDJPY-T,50,28:00.3,3,M5,0.18,FALSE
-4.15,0,0,TRUE,24/01/2024,0,600,5,M1,5.86,8,FingerTrap,1168121905,0,1.5,20,USDJPY-T,50,28:00.4,3,M5,0.18,FALSE
-4.15,0,0,TRUE,24/01/2024,0,600,5,M1,7.82,8,FingerTrap,1168121907,0,2,20,USDJPY-T,50,28:00.5,3,M5,0.18,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168122258,0,2.5,20,GBPUSD-T,50,32:00.3,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168122259,0,1.5,20,GBPUSD-T,50,32:00.4,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168122260,0,2,20,GBPUSD-T,50,32:00.5,3,M5,0.1,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168123470,0,2.5,20,NZDUSD-T,50,50:00.4,3,M5,0.05,FALSE
-3.75,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168123474,0,1.5,20,NZDUSD-T,50,50:00.5,3,M5,0.05,FALSE
-3.75,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168123476,0,2,20,NZDUSD-T,50,50:00.6,3,M5,0.05,FALSE
-7.1,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168123739,0,2.5,20,AUDUSD-T,50,55:00.3,3,M5,0.1,FALSE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168123742,0,1.5,20,AUDUSD-T,50,55:00.4,3,M5,0.1,FALSE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168123744,0,2,20,AUDUSD-T,50,55:00.5,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168123845,0,2.5,20,NZDUSD-T,50,58:00.3,3,M5,0.05,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168123846,0,1.5,20,NZDUSD-T,50,58:00.4,3,M5,0.05,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168123847,0,2,20,NZDUSD-T,50,58:00.5,3,M5,0.05,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168125148,0,2.5,20,GBPUSD-T,50,12:00.3,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168125149,0,1.5,20,GBPUSD-T,50,12:00.5,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168125150,0,2,20,GBPUSD-T,50,12:00.6,3,M5,0.1,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168125433,0,2.5,20,NZDUSD-T,50,15:01.3,3,M5,0.05,FALSE
-3.96,0,0,TRUE,24/01/2024,0,600,5,M1,9.9,8,FingerTrap,1168125434,0,2.5,20,EURUSD-T,50,15:01.5,3,M5,0.33,FALSE
5.7,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168125436,0,1.5,20,NZDUSD-T,50,13:15:02,3,M5,0.05,TRUE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168125439,0,2,20,NZDUSD-T,50,15:01.9,3,M5,0.05,FALSE
-3.96,0,0,TRUE,24/01/2024,0,600,5,M1,5.94,8,FingerTrap,1168125437,0,1.5,20,EURUSD-T,50,15:01.9,3,M5,0.33,FALSE
10,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168125440,0,2.5,20,AUDUSD-T,50,13:15:02,3,M5,0.1,TRUE
6.1,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168125442,0,1.5,20,AUDUSD-T,50,13:15:02,3,M5,0.1,TRUE
8,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168125444,0,2,20,AUDUSD-T,50,13:15:02,3,M5,0.1,TRUE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168125665,0,2.5,20,GBPUSD-T,50,18:00.4,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168125666,0,1.5,20,GBPUSD-T,50,18:00.5,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168125667,0,2,20,GBPUSD-T,50,18:00.7,3,M5,0.1,FALSE
-3.05,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168126258,0,2.5,20,NZDUSD-T,50,25:00.4,3,M5,0.05,FALSE
5.7,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168126263,0,1.5,20,NZDUSD-T,50,13:25:01,3,M5,0.05,TRUE
-3,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168126266,0,2,20,NZDUSD-T,50,25:00.8,3,M5,0.05,FALSE
10,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168126268,0,2.5,20,AUDUSD-T,50,13:25:01,3,M5,0.1,TRUE
5.3,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168126270,0,1.5,20,AUDUSD-T,50,13:25:01,3,M5,0.1,TRUE
6.5,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168126272,0,2,20,AUDUSD-T,50,13:25:01,3,M5,0.1,TRUE
-3.7,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168126518,0,2.5,20,GBPUSD-T,50,27:00.4,3,M5,0.1,FALSE
6.3,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168126520,0,1.5,20,GBPUSD-T,50,13:27:01,3,M5,0.1,TRUE
-3.7,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168126521,0,2,20,GBPUSD-T,50,27:00.6,3,M5,0.1,FALSE
-4.53,0,0,TRUE,24/01/2024,0,600,5,M1,9.8,8,FingerTrap,1168128222,0,2.5,20,USDJPY-T,50,39:00.6,3,M5,0.18,FALSE
-5,0,0,TRUE,24/01/2024,0,600,5,M1,9.52,8,FingerTrap,1168128223,0,2.5,20,USDCAD-T,50,39:00.7,3,M5,0.08,FALSE
-5,0,0,TRUE,24/01/2024,0,600,5,M1,5.71,8,FingerTrap,1168128225,0,1.5,20,USDCAD-T,50,39:00.8,3,M5,0.08,FALSE
-4.78,0,0,TRUE,24/01/2024,0,600,5,M1,5.88,8,FingerTrap,1168128224,0,1.5,20,USDJPY-T,50,39:00.9,3,M5,0.18,FALSE
-4.78,0,0,TRUE,24/01/2024,0,600,5,M1,7.84,8,FingerTrap,1168128227,0,2,20,USDJPY-T,50,39:01.0,3,M5,0.18,FALSE
-5,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168128226,0,2,20,USDCAD-T,50,39:01.0,3,M5,0.08,FALSE
-8.27,0,0,TRUE,24/01/2024,0,600,5,M1,9.52,8,FingerTrap,1168128332,0,2.5,20,USDCAD-T,50,40:00.5,3,M5,0.08,FALSE
-5.18,0,0,TRUE,24/01/2024,0,600,5,M1,5.71,8,FingerTrap,1168128335,0,1.5,20,USDCAD-T,50,40:00.6,3,M5,0.08,FALSE
-5.18,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168128337,0,2,20,USDCAD-T,50,40:00.7,3,M5,0.08,FALSE
-3.87,0,0,TRUE,24/01/2024,0,600,5,M1,9.53,8,FingerTrap,1168130807,0,2.5,20,USDCAD-T,50,02:00.5,3,M5,0.08,FALSE
-4.05,0,0,TRUE,24/01/2024,0,600,5,M1,9.81,8,FingerTrap,1168130808,0,2.5,20,USDJPY-T,50,02:00.6,3,M5,0.18,FALSE
-3.75,0,0,TRUE,24/01/2024,0,600,5,M1,5.72,8,FingerTrap,1168130809,0,1.5,20,USDCAD-T,50,02:00.6,3,M5,0.08,FALSE
-3.81,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168130810,0,2,20,USDCAD-T,50,02:00.9,3,M5,0.08,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,5.89,8,FingerTrap,1168130811,0,1.5,20,USDJPY-T,50,02:00.9,3,M5,0.18,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,7.85,8,FingerTrap,1168130812,0,2,20,USDJPY-T,50,02:01.0,3,M5,0.18,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168132267,0,2.5,20,GBPUSD-T,50,24:00.3,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168132268,0,2.5,20,AUDUSD-T,50,24:00.7,3,M5,0.1,FALSE
6,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168132269,0,1.5,20,GBPUSD-T,50,14:24:01,3,M5,0.1,TRUE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168132270,0,1.5,20,AUDUSD-T,50,24:01.0,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168132273,0,2,20,AUDUSD-T,50,24:01.1,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168132271,0,2,20,GBPUSD-T,50,24:01.1,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168132326,0,2.5,20,GBPUSD-T,50,25:00.6,3,M5,0.1,FALSE
5.8,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168132327,0,1.5,20,GBPUSD-T,50,14:25:01,3,M5,0.1,TRUE
-4.2,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168132328,0,2,20,GBPUSD-T,50,25:00.8,3,M5,0.1,FALSE
-3.87,0,0,TRUE,24/01/2024,0,600,5,M1,9.53,8,FingerTrap,1168132458,0,2.5,20,USDCAD-T,50,27:00.3,3,M5,0.08,FALSE
-3.87,0,0,TRUE,24/01/2024,0,600,5,M1,5.72,8,FingerTrap,1168132460,0,1.5,20,USDCAD-T,50,27:00.4,3,M5,0.08,FALSE
-3.87,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168132463,0,2,20,USDCAD-T,50,27:00.5,3,M5,0.08,FALSE
-3.99,0,0,TRUE,24/01/2024,0,600,5,M1,9.53,8,FingerTrap,1168132780,0,2.5,20,USDCAD-T,50,30:00.9,3,M5,0.08,FALSE
-3.99,0,0,TRUE,24/01/2024,0,600,5,M1,5.72,8,FingerTrap,1168132786,0,1.5,20,USDCAD-T,50,30:01.1,3,M5,0.08,FALSE
-3.99,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168132791,0,2,20,USDCAD-T,50,30:01.4,3,M5,0.08,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168134797,0,2.5,20,AUDUSD-T,50,35:00.5,3,M5,0.1,FALSE
-4.4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168134811,0,1.5,20,AUDUSD-T,50,35:00.8,3,M5,0.1,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,9.53,8,FingerTrap,1168134804,0,2.5,20,USDCAD-T,50,35:00.8,3,M5,0.08,FALSE
-5,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168134818,0,2,20,AUDUSD-T,50,35:01.0,3,M5,0.1,FALSE
-4.29,0,0,TRUE,24/01/2024,0,600,5,M1,5.72,8,FingerTrap,1168134814,0,1.5,20,USDCAD-T,50,35:01.0,3,M5,0.08,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168134820,0,2,20,USDCAD-T,50,35:01.2,3,M5,0.08,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,9.53,8,FingerTrap,1168135820,0,2.5,20,USDCAD-T,50,40:00.5,3,M5,0.08,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,5.72,8,FingerTrap,1168135823,0,1.5,20,USDCAD-T,50,40:00.7,3,M5,0.08,FALSE
-4.17,0,0,TRUE,24/01/2024,0,600,5,M1,7.62,8,FingerTrap,1168135825,0,2,20,USDCAD-T,50,40:00.8,3,M5,0.08,FALSE
9.66,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168145371,0,2.5,20,USDCAD-T,50,15:29:00,3,M5,0.08,TRUE
5.75,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168145372,0,1.5,20,USDCAD-T,50,15:29:01,3,M5,0.08,TRUE
7.59,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168145373,0,2,20,USDCAD-T,50,15:29:01,3,M5,0.08,TRUE
9.54,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168145510,0,2.5,20,USDCAD-T,50,15:30:01,3,M5,0.08,TRUE
5.81,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168145526,0,1.5,20,USDCAD-T,50,15:30:01,3,M5,0.08,TRUE
7.59,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168145529,0,2,20,USDCAD-T,50,15:30:01,3,M5,0.08,TRUE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168145992,0,2.5,20,USDCAD-T,50,35:00.4,3,M5,0.08,FALSE
-3.86,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168145994,0,1.5,20,USDCAD-T,50,35:00.6,3,M5,0.08,FALSE
-3.86,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168145996,0,2,20,USDCAD-T,50,35:00.7,3,M5,0.08,FALSE
-4.33,0,0,TRUE,24/01/2024,0,600,5,M1,9.49,8,FingerTrap,1168147049,0,2.5,20,USDCAD-T,50,41:01.3,3,M5,0.08,FALSE
-4.4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168147047,0,2.5,20,AUDUSD-T,50,41:01.2,3,M5,0.1,FALSE
-4.7,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168147050,0,1.5,20,AUDUSD-T,50,41:01.4,3,M5,0.1,FALSE
-4.33,0,0,TRUE,24/01/2024,0,600,5,M1,5.69,8,FingerTrap,1168147052,0,1.5,20,USDCAD-T,50,41:01.6,3,M5,0.08,FALSE
-4.7,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168147053,0,2,20,AUDUSD-T,50,41:01.7,3,M5,0.1,FALSE
-4.33,0,0,TRUE,24/01/2024,0,600,5,M1,7.59,8,FingerTrap,1168147054,0,2,20,USDCAD-T,50,41:01.7,3,M5,0.08,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168147055,0,2.5,20,NZDUSD-T,50,41:01.8,3,M5,0.05,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168147056,0,1.5,20,NZDUSD-T,50,41:02.0,3,M5,0.05,FALSE
-3.75,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168147057,0,2,20,NZDUSD-T,50,41:02.1,3,M5,0.05,FALSE
9.9,0,0,TRUE,24/01/2024,0,600,5,M1,9.78,8,FingerTrap,1168153042,0,2.5,20,USDJPY-T,50,16:29:00,3,M5,0.18,TRUE
6.11,0,0,TRUE,24/01/2024,0,600,5,M1,5.87,8,FingerTrap,1168153044,0,1.5,20,USDJPY-T,50,16:29:00,3,M5,0.18,TRUE
8.55,0,0,TRUE,24/01/2024,0,600,5,M1,7.82,8,FingerTrap,1168153045,0,2,20,USDJPY-T,50,16:29:01,3,M5,0.18,TRUE
-4.03,0,0,TRUE,24/01/2024,0,600,5,M1,9.78,8,FingerTrap,1168153180,0,2.5,20,USDJPY-T,50,30:00.6,3,M5,0.18,FALSE
-3.67,0,0,TRUE,24/01/2024,0,600,5,M1,5.87,8,FingerTrap,1168153190,0,1.5,20,USDJPY-T,50,30:00.8,3,M5,0.18,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168154203,0,2.5,20,AUDUSD-T,50,44:00.4,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168154207,0,1.5,20,AUDUSD-T,50,44:00.5,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168154208,0,2,20,AUDUSD-T,50,44:00.6,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168154290,0,2.5,20,NZDUSD-T,50,45:00.8,3,M5,0.05,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168154304,0,2.5,20,AUDUSD-T,50,45:01.1,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168154307,0,1.5,20,AUDUSD-T,50,45:01.2,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168154302,0,1.5,20,NZDUSD-T,50,45:01.3,3,M5,0.05,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168154309,0,2,20,NZDUSD-T,50,45:01.4,3,M5,0.05,FALSE
-4.28,0,0,TRUE,24/01/2024,0,600,5,M1,9.77,8,FingerTrap,1168154299,0,2.5,20,USDJPY-T,50,45:01.4,3,M5,0.18,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168154308,0,2,20,AUDUSD-T,50,45:01.5,3,M5,0.1,FALSE
-4.15,0,0,TRUE,24/01/2024,0,600,5,M1,5.86,8,FingerTrap,1168154310,0,1.5,20,USDJPY-T,50,45:01.6,3,M5,0.18,FALSE
-4.15,0,0,TRUE,24/01/2024,0,600,5,M1,7.82,8,FingerTrap,1168154311,0,2,20,USDJPY-T,50,45:01.7,3,M5,0.18,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168154608,0,2.5,20,GBPUSD-T,50,51:00.5,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168154609,0,1.5,20,GBPUSD-T,50,51:00.6,3,M5,0.1,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168154610,0,2,20,GBPUSD-T,50,51:00.7,3,M5,0.1,FALSE
-5.28,0,0,TRUE,24/01/2024,0,600,5,M1,9.9,8,FingerTrap,1168156384,0,2.5,20,EURUSD-T,50,16:00.3,3,M5,0.33,FALSE
-5.61,0,0,TRUE,24/01/2024,0,600,5,M1,5.94,8,FingerTrap,1168156387,0,1.5,20,EURUSD-T,50,16:00.5,3,M5,0.33,FALSE
-4.7,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168157927,0,2.5,20,GBPUSD-T,50,34:00.4,3,M5,0.1,FALSE
-4.7,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168157929,0,1.5,20,GBPUSD-T,50,34:00.5,3,M5,0.1,FALSE
-4.7,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168157930,0,2,20,GBPUSD-T,50,34:00.6,3,M5,0.1,FALSE
-4.1,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168158348,0,2.5,20,AUDUSD-T,50,39:00.5,3,M5,0.1,FALSE
-3.85,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168158349,0,2.5,20,NZDUSD-T,50,39:00.5,3,M5,0.05,FALSE
-4.1,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168158351,0,1.5,20,AUDUSD-T,50,39:00.8,3,M5,0.1,FALSE
-3.85,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168158352,0,1.5,20,NZDUSD-T,50,39:01.0,3,M5,0.05,FALSE
-4.2,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168158354,0,2,20,AUDUSD-T,50,39:01.0,3,M5,0.1,FALSE
-3.85,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168158765,0,2.5,20,NZDUSD-T,50,45:00.9,3,M5,0.05,FALSE
-3.85,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168158766,0,1.5,20,NZDUSD-T,50,45:01.2,3,M5,0.05,FALSE
-3.85,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168158769,0,2,20,NZDUSD-T,50,45:01.4,3,M5,0.05,FALSE
-2.8,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168158893,0,2.5,20,AUDUSD-T,50,49:00.3,3,M5,0.1,FALSE
-2.8,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168158894,0,1.5,20,AUDUSD-T,50,49:00.4,3,M5,0.1,FALSE
-4.05,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168159036,0,2.5,20,NZDUSD-T,50,50:00.5,3,M5,0.05,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168159038,0,1.5,20,NZDUSD-T,50,50:00.6,3,M5,0.05,FALSE
-4.1,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168159040,0,2,20,NZDUSD-T,50,50:00.8,3,M5,0.05,FALSE
2.05,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168161549,0,2.5,20,NZDUSD-T,50,18:12:01,3,M5,0.05,TRUE
2.05,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168161550,0,1.5,20,NZDUSD-T,50,18:12:01,3,M5,0.05,TRUE
2.05,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168161551,0,2,20,NZDUSD-T,50,18:12:01,3,M5,0.05,TRUE
10,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168163673,0,2.5,20,AUDUSD-T,50,18:40:00,3,M5,0.1,TRUE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168167716,0,2.5,20,AUDUSD-T,50,38:00.4,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168167717,0,1.5,20,AUDUSD-T,50,38:00.5,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168167718,0,2,20,AUDUSD-T,50,38:00.6,3,M5,0.1,FALSE
-3.7,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168167898,0,2.5,20,NZDUSD-T,50,42:00.4,3,M5,0.05,FALSE
-2.8,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168170742,0,2.5,20,AUDUSD-T,50,20:00.5,3,M5,0.1,FALSE
-0.7,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168172178,0,2.5,20,AUDUSD-T,50,54:00.5,3,M5,0.1,FALSE
-4.1,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168172525,0,2.5,20,AUDUSD-T,50,58:00.4,3,M5,0.1,FALSE
